stats_o/std,stats_g/mean,stats_g/std,train/success_rate,train/episode,stats_o/mean,test/mean_Q,epoch,test/success_rate,test/episode
0.9234174,0.3673469,0.21707566,0.0,22900.0,0.20971237,-60.267853,229,0.004166666666666667,4580.0
0.9234026,0.36734763,0.21707933,0.0,23000.0,0.20971209,-60.002716,230,0.012500000000000002,4600.0
0.9233882,0.36734834,0.21708338,0.0016666666666666668,23100.0,0.20971186,-60.07661,231,0.020833333333333332,4620.0
0.9233735,0.36734805,0.21708655,0.0016666666666666668,23200.0,0.20971112,-59.085506,232,0.016666666666666666,4640.0
0.92335814,0.36734787,0.21709089,0.0025,23300.0,0.20971148,-61.997135,233,0.020833333333333332,4660.0
0.9233434,0.36734772,0.21709646,0.0025,23400.0,0.2097115,-60.448532,234,0.004166666666666667,4680.0
0.92333084,0.36734948,0.21709926,0.0008333333333333334,23500.0,0.20971055,-60.40034,235,0.008333333333333333,4700.0
0.9233168,0.36734995,0.21710269,0.0008333333333333334,23600.0,0.20971037,-63.528522,236,0.012500000000000002,4720.0
0.9233017,0.36734924,0.21710704,0.0025,23700.0,0.20970966,-60.029575,237,0.012500000000000002,4740.0
0.9232869,0.36734882,0.21711142,0.0,23800.0,0.2097091,-59.131077,238,0.020833333333333332,4760.0
0.9232729,0.36734954,0.21711464,0.0,23900.0,0.20970859,-58.90573,239,0.008333333333333333,4780.0
0.9232583,0.36734942,0.2171191,0.0025,24000.0,0.20970877,-60.20448,240,0.016666666666666666,4800.0
0.92324406,0.36734986,0.21712053,0.0016666666666666668,24100.0,0.20970851,-59.7979,241,0.03333333333333333,4820.0
0.9232297,0.36735106,0.21712565,0.0008333333333333334,24200.0,0.20970826,-60.137375,242,0.02916666666666667,4840.0
0.92321604,0.36735162,0.21712907,0.0016666666666666668,24300.0,0.20970757,-60.77855,243,0.016666666666666666,4860.0
0.92319995,0.36735228,0.21713118,0.0025,24400.0,0.20970707,-63.60202,244,0.012500000000000002,4880.0
0.92318505,0.36735192,0.21713364,0.0008333333333333334,24500.0,0.20970635,-61.523357,245,0.004166666666666667,4900.0
0.9231717,0.36735198,0.21713437,0.0008333333333333334,24600.0,0.20970531,-59.335037,246,0.02916666666666667,4920.0
0.9231574,0.36735287,0.21713667,0.0033333333333333335,24700.0,0.20970492,-60.49867,247,0.016666666666666666,4940.0
0.92314386,0.36735424,0.21713822,0.0025,24800.0,0.20970404,-62.03719,248,0.008333333333333333,4960.0
0.9231284,0.36735395,0.21713991,0.0008333333333333334,24900.0,0.2097029,-63.181274,249,0.008333333333333333,4980.0
0.92311364,0.36735392,0.21714394,0.0016666666666666668,25000.0,0.2097023,-63.388874,250,0.024999999999999998,5000.0
0.9231002,0.36735412,0.21714656,0.0,25100.0,0.20970266,-63.38093,251,0.025000000000000005,5020.0
0.9230866,0.36735415,0.21714987,0.0,25200.0,0.20970245,-60.428455,252,0.020833333333333332,5040.0
0.92307377,0.36735544,0.2171527,0.0033333333333333335,25300.0,0.20970194,-62.768826,253,0.008333333333333333,5060.0
0.9230595,0.36735675,0.21715462,0.0033333333333333335,25400.0,0.2097016,-60.28885,254,0.008333333333333333,5080.0
0.9230444,0.36735663,0.21715812,0.0,25500.0,0.2097009,-63.35632,255,0.004166666666666667,5100.0
0.92302966,0.3673577,0.21716209,0.0008333333333333334,25600.0,0.2096997,-63.865173,256,0.020833333333333332,5120.0
0.92301565,0.36735824,0.2171657,0.0016666666666666668,25700.0,0.20969884,-61.006546,257,0.020833333333333332,5140.0
0.9230022,0.36735865,0.21716769,0.0,25800.0,0.20969886,-62.529495,258,0.012500000000000002,5160.0
0.9229877,0.36735943,0.21716963,0.0,25900.0,0.20969866,-62.526325,259,0.008333333333333333,5180.0
0.92297435,0.36736056,0.21717072,0.0008333333333333334,26000.0,0.20969887,-64.520454,260,0.012500000000000002,5200.0
0.9229606,0.3673605,0.21717314,0.0008333333333333334,26100.0,0.20969765,-62.57017,261,0.016666666666666666,5220.0
0.9229464,0.36736068,0.21717624,0.0016666666666666668,26200.0,0.20969708,-64.3375,262,0.008333333333333333,5240.0
0.92293173,0.36736098,0.21717896,0.0008333333333333334,26300.0,0.20969637,-60.76993,263,0.029166666666666664,5260.0
0.9229179,0.3673614,0.21718395,0.004166666666666667,26400.0,0.20969547,-60.400696,264,0.016666666666666666,5280.0
0.9229041,0.36736122,0.21718948,0.0016666666666666668,26500.0,0.20969468,-63.17348,265,0.008333333333333333,5300.0
0.92289037,0.3673605,0.21719278,0.0016666666666666668,26600.0,0.20969339,-61.20734,266,0.025000000000000005,5320.0
0.9228759,0.36736092,0.21719737,0.004166666666666667,26700.0,0.209693,-64.67602,267,0.004166666666666667,5340.0
0.9228613,0.36736122,0.21720088,0.0033333333333333335,26800.0,0.20969196,-62.76887,268,0.012500000000000002,5360.0
0.922847,0.3673621,0.21720345,0.0008333333333333334,26900.0,0.20969103,-64.39967,269,0.012500000000000002,5380.0
0.92283297,0.3673633,0.21720685,0.0008333333333333334,27000.0,0.20968966,-64.054344,270,0.008333333333333333,5400.0
0.9228193,0.36736378,0.21721248,0.0,27100.0,0.20968843,-64.82953,271,0.012500000000000002,5420.0
0.92280656,0.36736467,0.21721672,0.0016666666666666668,27200.0,0.20968787,-64.762596,272,0.020833333333333332,5440.0
0.9227941,0.367366,0.21722424,0.0008333333333333334,27300.0,0.2096874,-64.010155,273,0.004166666666666667,5460.0
0.92278236,0.36736718,0.21722852,0.0008333333333333334,27400.0,0.20968704,-63.54195,274,0.020833333333333332,5480.0
0.92277247,0.36736873,0.21723664,0.0008333333333333334,27500.0,0.20968635,-61.892925,275,0.008333333333333333,5500.0
0.9227626,0.36736926,0.21724255,0.0025,27600.0,0.20968564,-63.20543,276,0.012500000000000002,5520.0
0.9227548,0.3673692,0.21725063,0.0025,27700.0,0.2096836,-61.754425,277,0.016666666666666666,5540.0
0.92274857,0.36736903,0.21725936,0.0016666666666666668,27800.0,0.20968284,-60.052444,278,0.0,5560.0
0.92274404,0.3673694,0.21727039,0.0033333333333333335,27900.0,0.2096821,-59.16284,279,0.020833333333333332,5580.0
0.922741,0.36736873,0.2172832,0.005,28000.0,0.209682,-58.065815,280,0.025000000000000005,5600.0
0.9227376,0.3673686,0.2172953,0.0008333333333333334,28100.0,0.20968242,-59.06778,281,0.004166666666666667,5620.0
0.9227324,0.36736783,0.21730836,0.0008333333333333334,28200.0,0.2096831,-59.31679,282,0.012500000000000002,5640.0
0.9227254,0.36736652,0.21731885,0.0008333333333333334,28300.0,0.20968318,-57.556213,283,0.004166666666666667,5660.0
0.9227178,0.36736465,0.21732831,0.0016666666666666668,28400.0,0.20968314,-60.955822,284,0.012500000000000002,5680.0
0.9227074,0.3673624,0.21733673,0.0016666666666666668,28500.0,0.20968266,-58.372482,285,0.012500000000000002,5700.0
0.92269725,0.36736026,0.21734263,0.0,28600.0,0.20968218,-57.43532,286,0.025000000000000005,5720.0
0.9226851,0.367359,0.21734898,0.0016666666666666668,28700.0,0.20968102,-57.83518,287,0.016666666666666666,5740.0
0.9226739,0.36735842,0.21735542,0.0008333333333333334,28800.0,0.20968087,-59.266968,288,0.008333333333333333,5760.0
0.92266136,0.36735836,0.2173624,0.0016666666666666668,28900.0,0.20968084,-58.861378,289,0.012500000000000002,5780.0
0.9226485,0.36735782,0.21736689,0.0025,29000.0,0.20968069,-57.269176,290,0.012500000000000002,5800.0
0.92263395,0.36735836,0.21737431,0.0016666666666666668,29100.0,0.2096803,-55.637135,291,0.016666666666666666,5820.0
0.92261964,0.36736044,0.21737753,0.0016666666666666668,29200.0,0.20968024,-57.342712,292,0.024999999999999998,5840.0
0.92260486,0.36736163,0.21738036,0.0033333333333333335,29300.0,0.20968024,-59.701847,293,0.020833333333333332,5860.0
0.9225885,0.3673629,0.2173839,0.0008333333333333334,29400.0,0.2096798,-58.988705,294,0.025000000000000005,5880.0
0.9225728,0.36736384,0.21738629,0.0,29500.0,0.2096805,-59.170376,295,0.008333333333333333,5900.0
0.9225571,0.36736396,0.21738894,0.0016666666666666668,29600.0,0.2096804,-59.931538,296,0.025000000000000005,5920.0
0.92254096,0.36736485,0.21739335,0.0008333333333333334,29700.0,0.20967965,-59.530792,297,0.012500000000000002,5940.0
0.9225247,0.36736593,0.21739651,0.0016666666666666668,29800.0,0.20967944,-59.700787,298,0.016666666666666666,5960.0
0.92250824,0.3673679,0.21740122,0.004166666666666667,29900.0,0.20967896,-59.78683,299,0.025000000000000005,5980.0
0.92249197,0.36736903,0.21740298,0.0,30000.0,0.20967801,-60.66821,300,0.004166666666666667,6000.0
0.92247576,0.36737105,0.21740592,0.0,30100.0,0.2096765,-63.210785,301,0.012500000000000002,6020.0
0.9224593,0.367373,0.21741025,0.0016666666666666668,30200.0,0.20967515,-60.613285,302,0.016666666666666666,6040.0
0.92244405,0.3673742,0.21741359,0.0016666666666666668,30300.0,0.20967461,-61.030945,303,0.0,6060.0
0.9224284,0.3673745,0.21741875,0.0025,30400.0,0.20967394,-60.04521,304,0.024999999999999998,6080.0
0.9224121,0.36737493,0.21742229,0.0,30500.0,0.20967369,-58.786808,305,0.025000000000000005,6100.0
0.92239565,0.36737666,0.21742468,0.0016666666666666668,30600.0,0.20967333,-62.18048,306,0.008333333333333333,6120.0
0.92237884,0.36737785,0.21742757,0.0008333333333333334,30700.0,0.20967291,-62.569675,307,0.012500000000000002,6140.0
0.92236215,0.36737838,0.21742976,0.0008333333333333334,30800.0,0.20967239,-61.80132,308,0.012500000000000002,6160.0
0.9223456,0.36737964,0.21743183,0.0008333333333333334,30900.0,0.20967202,-60.715694,309,0.008333333333333333,6180.0
0.92232895,0.3673801,0.21743439,0.0008333333333333334,31000.0,0.20967244,-61.78607,310,0.025000000000000005,6200.0
0.9223115,0.3673816,0.21743755,0.0025,31100.0,0.20967345,-62.792297,311,0.024999999999999998,6220.0
0.92229503,0.36738095,0.21743925,0.0,31200.0,0.20967357,-62.988453,312,0.020833333333333332,6240.0
0.9222787,0.3673822,0.21744151,0.0025,31300.0,0.20967321,-64.180824,313,0.0,6260.0
0.92226225,0.36738324,0.21744315,0.0,31400.0,0.20967297,-62.344894,314,0.008333333333333333,6280.0
0.9222463,0.36738446,0.21744643,0.004166666666666667,31500.0,0.20967257,-61.596935,315,0.012500000000000002,6300.0
0.9222296,0.36738488,0.21745043,0.0008333333333333334,31600.0,0.20967205,-63.381817,316,0.016666666666666666,6320.0
0.9222147,0.36738515,0.21745539,0.0016666666666666668,31700.0,0.20967154,-62.15939,317,0.012500000000000002,6340.0
0.9221981,0.36738554,0.21745886,0.0025,31800.0,0.20967096,-62.05919,318,0.008333333333333333,6360.0
0.92218286,0.3673853,0.21746318,0.0008333333333333334,31900.0,0.2096696,-61.606014,319,0.012500000000000002,6380.0
0.92216855,0.36738586,0.2174653,0.0016666666666666668,32000.0,0.2096688,-60.36151,320,0.016666666666666666,6400.0
0.9221532,0.36738524,0.21746959,0.0,32100.0,0.20966785,-62.826374,321,0.020833333333333332,6420.0
0.92213875,0.3673853,0.21747337,0.0033333333333333335,32200.0,0.20966716,-60.652225,322,0.020833333333333332,6440.0
0.9221229,0.36738488,0.21747665,0.0025,32300.0,0.20966683,-61.951855,323,0.012500000000000002,6460.0
0.92210895,0.36738563,0.21747886,0.0008333333333333334,32400.0,0.2096665,-62.46197,324,0.012500000000000002,6480.0
0.92209524,0.367385,0.21748388,0.0016666666666666668,32500.0,0.20966607,-60.730755,325,0.008333333333333333,6500.0
0.9220807,0.3673863,0.21748745,0.0,32600.0,0.20966555,-63.024612,326,0.008333333333333333,6520.0
0.92206687,0.36738643,0.2174927,0.0008333333333333334,32700.0,0.2096648,-61.56692,327,0.008333333333333333,6540.0
0.9220515,0.36738625,0.21749575,0.0,32800.0,0.20966466,-65.11082,328,0.008333333333333333,6560.0
0.9220373,0.36738554,0.21750116,0.0008333333333333334,32900.0,0.2096643,-62.674194,329,0.016666666666666666,6580.0
0.9220219,0.36738554,0.21750541,0.0025,33000.0,0.20966427,-63.94884,330,0.016666666666666666,6600.0
0.9220076,0.3673856,0.21750955,0.004166666666666667,33100.0,0.20966373,-65.06436,331,0.004166666666666667,6620.0
0.9219926,0.36738613,0.21751301,0.0016666666666666668,33200.0,0.20966308,-61.270756,332,0.024999999999999998,6640.0
0.9219773,0.36738685,0.21751642,0.0016666666666666668,33300.0,0.2096621,-62.73448,333,0.020833333333333332,6660.0
0.92196316,0.36738673,0.217521,0.0016666666666666668,33400.0,0.2096613,-61.62913,334,0.012500000000000002,6680.0
0.9219493,0.36738673,0.2175255,0.0,33500.0,0.2096606,-64.61838,335,0.0,6700.0
0.9219351,0.36738762,0.21752878,0.0016666666666666668,33600.0,0.20965971,-63.791874,336,0.008333333333333333,6720.0
0.92192054,0.36738762,0.21753217,0.0016666666666666668,33700.0,0.20965874,-64.091515,337,0.004166666666666667,6740.0
0.92190504,0.36738858,0.21753486,0.0025,33800.0,0.20965803,-63.22478,338,0.012500000000000002,6760.0
0.9218907,0.36738923,0.21753933,0.0016666666666666668,33900.0,0.20965809,-61.293163,339,0.012500000000000002,6780.0
0.9218766,0.36738923,0.2175415,0.0008333333333333334,34000.0,0.20965739,-62.043728,340,0.016666666666666666,6800.0
0.9218616,0.36739054,0.21754287,0.0033333333333333335,34100.0,0.20965761,-59.51347,341,0.020833333333333332,6820.0
0.9218462,0.3673911,0.21754749,0.0008333333333333334,34200.0,0.20965807,-64.39355,342,0.004166666666666667,6840.0
0.9218305,0.36739203,0.21755157,0.0025,34300.0,0.20965803,-64.14726,343,0.03333333333333333,6860.0
0.9218156,0.36739287,0.21755613,0.0008333333333333334,34400.0,0.20965767,-62.89008,344,0.016666666666666666,6880.0
0.9218008,0.3673946,0.21756084,0.0025,34500.0,0.20965743,-63.05074,345,0.025000000000000005,6900.0
0.9217859,0.3673942,0.21756555,0.0,34600.0,0.20965677,-63.71019,346,0.0375,6920.0
0.92177033,0.3673962,0.21756802,0.0016666666666666668,34700.0,0.2096563,-66.02659,347,0.004166666666666667,6940.0
0.92175597,0.36739835,0.21757118,0.0008333333333333334,34800.0,0.20965533,-62.290485,348,0.012500000000000002,6960.0
0.9217418,0.36740074,0.21757586,0.0008333333333333334,34900.0,0.20965518,-66.46079,349,0.008333333333333333,6980.0
0.92172843,0.36740303,0.21758007,0.0016666666666666668,35000.0,0.20965506,-64.0138,350,0.012500000000000002,7000.0
0.92171717,0.3674055,0.21758522,0.0033333333333333335,35100.0,0.20965509,-64.48549,351,0.008333333333333333,7020.0
0.9217046,0.36740813,0.21759152,0.0008333333333333334,35200.0,0.20965545,-64.22226,352,0.020833333333333332,7040.0
0.9216936,0.3674108,0.21759866,0.0008333333333333334,35300.0,0.2096558,-66.56028,353,0.0,7060.0
0.9216816,0.36741233,0.2176071,0.0008333333333333334,35400.0,0.20965636,-63.8641,354,0.0,7080.0
0.92167026,0.36741534,0.21761464,0.0008333333333333334,35500.0,0.20965718,-64.30691,355,0.020833333333333332,7100.0
0.92165875,0.36741695,0.21762228,0.0008333333333333334,35600.0,0.2096575,-64.47214,356,0.016666666666666666,7120.0
0.9216477,0.36741853,0.21763034,0.0016666666666666668,35700.0,0.2096579,-63.3739,357,0.020833333333333332,7140.0
0.9216368,0.36741915,0.21763559,0.0,35800.0,0.209659,-62.850586,358,0.012500000000000002,7160.0
0.92162627,0.36742064,0.21764047,0.0025,35900.0,0.20965922,-61.984913,359,0.004166666666666667,7180.0
0.92161345,0.3674213,0.21764706,0.0008333333333333334,36000.0,0.20966007,-64.10955,360,0.008333333333333333,7200.0
0.9216003,0.36742297,0.21765251,0.0016666666666666668,36100.0,0.20966054,-63.687984,361,0.012500000000000002,7220.0
0.9215873,0.36742362,0.21765716,0.005,36200.0,0.20966084,-63.04002,362,0.020833333333333332,7240.0
0.92157394,0.36742458,0.21766077,0.0016666666666666668,36300.0,0.20966129,-65.469696,363,0.008333333333333333,7260.0
0.92156,0.3674244,0.21766444,0.0016666666666666668,36400.0,0.20966004,-64.41128,364,0.012500000000000002,7280.0
0.92154557,0.36742505,0.21766646,0.0025,36500.0,0.20965987,-65.23726,365,0.012500000000000002,7300.0
0.92153114,0.36742672,0.21766858,0.0025,36600.0,0.20965941,-62.905514,366,0.025000000000000005,7320.0
0.92151874,0.36742696,0.21767299,0.0,36700.0,0.20965861,-64.81335,367,0.0375,7340.0
0.9215055,0.36742887,0.21767692,0.0008333333333333334,36800.0,0.20965856,-66.643776,368,0.016666666666666666,7360.0
0.92149234,0.3674291,0.21768236,0.0033333333333333335,36900.0,0.20965834,-65.57101,369,0.016666666666666666,7380.0
0.92148036,0.36743036,0.2176872,0.0016666666666666668,37000.0,0.2096589,-64.34569,370,0.0,7400.0
0.9214696,0.3674318,0.21769159,0.0016666666666666668,37100.0,0.20965879,-62.76718,371,0.020833333333333332,7420.0
0.92145735,0.36743286,0.21769504,0.0008333333333333334,37200.0,0.20965885,-61.737698,372,0.025000000000000005,7440.0
0.9214451,0.36743513,0.21769905,0.0025,37300.0,0.20965935,-64.77714,373,0.008333333333333333,7460.0
0.92143345,0.36743608,0.2177041,0.0016666666666666668,37400.0,0.20965904,-63.409073,374,0.016666666666666666,7480.0
0.92142206,0.36743793,0.2177101,0.0033333333333333335,37500.0,0.20965873,-65.48511,375,0.020833333333333332,7500.0
0.9214122,0.36743918,0.21771477,0.0033333333333333335,37600.0,0.20965753,-63.112926,376,0.020833333333333332,7520.0
0.92140144,0.3674408,0.21771872,0.004166666666666667,37700.0,0.20965679,-61.647213,377,0.02916666666666667,7540.0
0.9213903,0.36744222,0.21772265,0.0025,37800.0,0.20965594,-61.788452,378,0.016666666666666666,7560.0
0.9213794,0.36744252,0.21772797,0.0025,37900.0,0.20965509,-62.317005,379,0.012500000000000002,7580.0
0.9213694,0.36744365,0.21773447,0.0008333333333333334,38000.0,0.20965439,-62.037678,380,0.012500000000000002,7600.0
0.92135876,0.3674443,0.21774022,0.0008333333333333334,38100.0,0.2096535,-62.12726,381,0.020833333333333332,7620.0
0.9213481,0.367445,0.21774502,0.0,38200.0,0.20965321,-60.735363,382,0.008333333333333333,7640.0
0.92133766,0.3674462,0.21774928,0.0016666666666666668,38300.0,0.20965274,-61.57182,383,0.020833333333333332,7660.0
0.92132753,0.367447,0.21775569,0.0025,38400.0,0.20965229,-62.424347,384,0.020833333333333332,7680.0
0.9213183,0.3674492,0.2177612,0.005,38500.0,0.20965324,-64.02923,385,0.020833333333333332,7700.0
0.9213097,0.367452,0.2177655,0.0033333333333333335,38600.0,0.20965296,-65.17814,386,0.012500000000000002,7720.0
0.9213011,0.3674535,0.21777286,0.0016666666666666668,38700.0,0.20965295,-62.046215,387,0.03333333333333333,7740.0
0.92129254,0.36745515,0.21777852,0.0016666666666666668,38800.0,0.20965292,-62.29189,388,0.041666666666666664,7760.0
0.921284,0.36745682,0.21778388,0.0008333333333333334,38900.0,0.2096535,-65.74204,389,0.004166666666666667,7780.0
0.9212764,0.3674576,0.21779,0.0008333333333333334,39000.0,0.20965348,-63.210983,390,0.029166666666666664,7800.0
0.9212692,0.3674592,0.21779613,0.0008333333333333334,39100.0,0.20965372,-60.709377,391,0.012500000000000002,7820.0
0.92126244,0.36745977,0.21780074,0.0033333333333333335,39200.0,0.20965415,-59.99594,392,0.029166666666666664,7840.0
0.9212567,0.36746052,0.21780674,0.0025,39300.0,0.20965315,-61.201324,393,0.029166666666666664,7860.0
0.92124826,0.36746082,0.2178124,0.0016666666666666668,39400.0,0.20965327,-63.237213,394,0.012500000000000002,7880.0
0.92124146,0.36746255,0.21781902,0.0033333333333333335,39500.0,0.20965314,-62.958294,395,0.012500000000000002,7900.0
0.92123586,0.36746415,0.21782385,0.004166666666666667,39600.0,0.20965244,-62.31328,396,0.020833333333333332,7920.0
0.9212305,0.36746594,0.21782999,0.0008333333333333334,39700.0,0.2096527,-60.49858,397,0.008333333333333333,7940.0
0.92122525,0.36746725,0.21783765,0.0008333333333333334,39800.0,0.20965205,-59.00644,398,0.020833333333333332,7960.0
0.9212203,0.36747006,0.21784198,0.0008333333333333334,39900.0,0.20965205,-62.04726,399,0.025000000000000005,7980.0
0.92121583,0.36747244,0.21784897,0.0008333333333333334,40000.0,0.20965166,-60.845287,400,0.020833333333333332,8000.0
0.9212124,0.36747393,0.21785821,0.0016666666666666668,40100.0,0.20965178,-57.917583,401,0.041666666666666664,8020.0
0.92120785,0.36747742,0.21786685,0.0016666666666666668,40200.0,0.20965163,-61.54576,402,0.008333333333333333,8040.0
0.92120475,0.36747995,0.21787532,0.0016666666666666668,40300.0,0.20965062,-58.361786,403,0.024999999999999998,8060.0
0.9212008,0.36748338,0.2178825,0.0033333333333333335,40400.0,0.20965053,-59.869267,404,0.020833333333333332,8080.0
0.92119664,0.36748657,0.21789007,0.0033333333333333335,40500.0,0.20965092,-56.917053,405,0.029166666666666664,8100.0
0.9211902,0.3674883,0.21789597,0.0008333333333333334,40600.0,0.20965087,-62.471004,406,0.016666666666666666,8120.0
0.9211857,0.36749133,0.21790089,0.0,40700.0,0.20965023,-58.314606,407,0.029166666666666664,8140.0
0.92118025,0.36749378,0.21790767,0.0025,40800.0,0.20964907,-58.533833,408,0.020833333333333332,8160.0
0.9211754,0.36749533,0.21791466,0.0016666666666666668,40900.0,0.20964825,-59.019943,409,0.016666666666666666,8180.0
0.9211704,0.36749816,0.2179221,0.0025,41000.0,0.20964772,-55.266506,410,0.041666666666666664,8200.0
0.9211642,0.36750078,0.21792912,0.0033333333333333335,41100.0,0.20964722,-58.662083,411,0.016666666666666666,8220.0
0.9211572,0.36750364,0.21793501,0.0,41200.0,0.20964779,-57.572357,412,0.012500000000000002,8240.0
0.9211505,0.36750552,0.21794139,0.0008333333333333334,41300.0,0.20964877,-57.423565,413,0.016666666666666666,8260.0
0.9211455,0.36750817,0.21794839,0.0016666666666666668,41400.0,0.20964879,-56.92023,414,0.016666666666666666,8280.0
0.9211394,0.36751094,0.21795432,0.0008333333333333334,41500.0,0.20964842,-56.27541,415,0.008333333333333333,8300.0
0.9211332,0.36751434,0.21796222,0.0016666666666666668,41600.0,0.2096483,-58.00845,416,0.020833333333333332,8320.0
0.92112607,0.36751744,0.2179689,0.0025,41700.0,0.20964842,-55.51991,417,0.008333333333333333,8340.0
0.92112035,0.36752033,0.21797477,0.0008333333333333334,41800.0,0.20964845,-57.103867,418,0.016666666666666666,8360.0
0.9211142,0.36752287,0.2179809,0.0025,41900.0,0.20964868,-55.10855,419,0.020833333333333332,8380.0
0.921108,0.36752453,0.21798812,0.0016666666666666668,42000.0,0.20964931,-55.84186,420,0.004166666666666667,8400.0
0.92110157,0.36752725,0.2179953,0.0008333333333333334,42100.0,0.20964928,-56.672817,421,0.008333333333333333,8420.0
0.92109555,0.3675302,0.21800287,0.0025,42200.0,0.2096491,-56.702503,422,0.004166666666666667,8440.0
0.92108816,0.36753294,0.21800856,0.0008333333333333334,42300.0,0.20964931,-55.72588,423,0.012500000000000002,8460.0
0.92108136,0.36753693,0.21801408,0.0033333333333333335,42400.0,0.20964928,-58.479355,424,0.020833333333333332,8480.0
0.921074,0.36753893,0.21802185,0.0008333333333333334,42500.0,0.20964883,-56.186493,425,0.008333333333333333,8500.0
0.9210666,0.36754116,0.21802954,0.0016666666666666668,42600.0,0.20964895,-56.85623,426,0.0,8520.0
0.9210604,0.3675437,0.21803796,0.0,42700.0,0.20964855,-56.794098,427,0.02916666666666667,8540.0
0.921052,0.36754736,0.21804304,0.0025,42800.0,0.20964779,-56.031612,428,0.004166666666666667,8560.0
0.92104435,0.367551,0.2180482,0.0,42900.0,0.20964856,-56.535645,429,0.004166666666666667,8580.0
0.92103815,0.367555,0.2180521,0.0008333333333333334,43000.0,0.20964788,-55.127823,430,0.020833333333333332,8600.0
0.92103237,0.36755905,0.2180597,0.0008333333333333334,43100.0,0.20964734,-56.00496,431,0.004166666666666667,8620.0
0.9210252,0.36756042,0.21806495,0.0008333333333333334,43200.0,0.2096471,-56.83334,432,0.016666666666666666,8640.0
0.9210177,0.36756277,0.2180723,0.0016666666666666668,43300.0,0.2096469,-55.80339,433,0.012500000000000002,8660.0
0.92101043,0.36756483,0.2180764,0.0025,43400.0,0.20964687,-56.2942,434,0.012500000000000002,8680.0
0.9210019,0.36756667,0.21808375,0.0008333333333333334,43500.0,0.20964704,-56.217236,435,0.008333333333333333,8700.0
0.92099375,0.3675665,0.21809165,0.0016666666666666668,43600.0,0.20964599,-55.818043,436,0.0,8720.0
0.920986,0.36756745,0.21809758,0.0025,43700.0,0.20964535,-56.045063,437,0.025000000000000005,8740.0
0.92097706,0.367568,0.21810181,0.0008333333333333334,43800.0,0.20964499,-57.107407,438,0.008333333333333333,8760.0
0.92096895,0.36756876,0.21810691,0.0,43900.0,0.2096452,-56.483418,439,0.020833333333333332,8780.0
0.92096,0.3675705,0.21811347,0.0,44000.0,0.20964463,-57.42699,440,0.016666666666666666,8800.0
0.9209493,0.3675718,0.21811831,0.0025,44100.0,0.20964418,-57.477375,441,0.020833333333333332,8820.0
0.92094034,0.36757162,0.2181241,0.0008333333333333334,44200.0,0.20964356,-59.99446,442,0.008333333333333333,8840.0
0.92092943,0.3675724,0.2181263,0.0025,44300.0,0.2096438,-58.254333,443,0.004166666666666667,8860.0
0.9209197,0.36757278,0.21812935,0.0008333333333333334,44400.0,0.20964389,-57.34119,444,0.012500000000000002,8880.0
0.92091006,0.36757383,0.21813111,0.0033333333333333335,44500.0,0.20964386,-56.88536,445,0.004166666666666667,8900.0
0.9209023,0.36757445,0.21813394,0.0008333333333333334,44600.0,0.20964324,-58.133495,446,0.004166666666666667,8920.0
0.920893,0.3675755,0.2181376,0.0033333333333333335,44700.0,0.20964171,-56.431274,447,0.012500000000000002,8940.0
0.92088324,0.36757627,0.2181416,0.0016666666666666668,44800.0,0.20964096,-57.657307,448,0.004166666666666667,8960.0
0.9208744,0.3675765,0.21814291,0.0025,44900.0,0.20964049,-56.326214,449,0.016666666666666666,8980.0
0.92086554,0.36757746,0.21814676,0.0016666666666666668,45000.0,0.20964049,-57.940796,450,0.020833333333333332,9000.0
0.9208562,0.36757866,0.21814834,0.0008333333333333334,45100.0,0.20963971,-58.470776,451,0.012500000000000002,9020.0
0.9208475,0.3675796,0.21815105,0.0008333333333333334,45200.0,0.20963915,-58.90013,452,0.008333333333333333,9040.0
0.9208384,0.36758122,0.21815197,0.0008333333333333334,45300.0,0.20964064,-57.343185,453,0.004166666666666667,9060.0
0.92082876,0.36758223,0.2181531,0.0025,45400.0,0.20964067,-58.497967,454,0.016666666666666666,9080.0
0.92081857,0.36758384,0.21815385,0.0008333333333333334,45500.0,0.20964043,-57.295395,455,0.029166666666666664,9100.0
0.9208092,0.36758485,0.21815448,0.0025,45600.0,0.20964022,-56.762585,456,0.016666666666666666,9120.0
0.9207988,0.3675867,0.21815564,0.0008333333333333334,45700.0,0.20964009,-58.850094,457,0.016666666666666666,9140.0
0.92078996,0.3675886,0.21815772,0.0008333333333333334,45800.0,0.20963997,-58.99242,458,0.012500000000000002,9160.0
0.9207813,0.36758947,0.21815924,0.0025,45900.0,0.20963877,-59.046356,459,0.012500000000000002,9180.0
0.92077285,0.36759052,0.21816353,0.0008333333333333334,46000.0,0.20963866,-56.311146,460,0.037500000000000006,9200.0
0.92076355,0.3675917,0.21816806,0.0,46100.0,0.20963867,-61.13209,461,0.004166666666666667,9220.0
0.9207546,0.36759272,0.21817352,0.0008333333333333334,46200.0,0.2096395,-57.379837,462,0.012500000000000002,9240.0
0.9207454,0.36759457,0.21817674,0.0016666666666666668,46300.0,0.20963967,-56.70746,463,0.024999999999999998,9260.0
0.92073804,0.36759487,0.21818124,0.0016666666666666668,46400.0,0.20963931,-57.98355,464,0.012500000000000002,9280.0
