stats_o/std,epoch,train/success_rate,stats_g/std,test/mean_Q,stats_o/mean,test/episode,train/episode,stats_g/mean,test/success_rate
0.93911767,31,0.0,0.22297086,-49.996616,0.20492394,620.0,3100.0,0.36973444,0.020833333333333332
0.9390761,32,0.0008333333333333334,0.22297747,-51.81912,0.20492737,640.0,3200.0,0.36973593,0.008333333333333333
0.93903756,33,0.0,0.22298479,-51.535564,0.2049315,660.0,3300.0,0.36973405,0.012500000000000002
0.93899745,34,0.0,0.2229933,-52.96208,0.20493571,680.0,3400.0,0.3697319,0.0
0.93895894,35,0.0,0.22300024,-52.278564,0.20493959,700.0,3500.0,0.36973014,0.016666666666666666
0.93891805,36,0.0,0.2230087,-53.10956,0.2049433,720.0,3600.0,0.36972812,0.004166666666666667
0.9388774,37,0.0,0.22301733,-53.440125,0.20494705,740.0,3700.0,0.36972865,0.016666666666666666
0.93883675,38,0.0,0.22302695,-53.764263,0.20495099,760.0,3800.0,0.36972633,0.0
0.9387947,39,0.0,0.22303303,-55.38679,0.20495503,780.0,3900.0,0.36972642,0.0
0.9387514,40,0.0008333333333333334,0.22304039,-54.7319,0.20495842,800.0,4000.0,0.36972538,0.012500000000000002
0.93870753,41,0.0008333333333333334,0.22304837,-57.000164,0.20496272,820.0,4100.0,0.369723,0.0
0.9386657,42,0.0008333333333333334,0.2230556,-55.878223,0.2049662,840.0,4200.0,0.369724,0.008333333333333333
0.9386225,43,0.0,0.22306414,-56.001022,0.20496814,860.0,4300.0,0.36972108,0.012500000000000002
0.9385802,44,0.0,0.22307344,-57.2021,0.20497198,880.0,4400.0,0.36971745,0.008333333333333333
0.9385371,45,0.0,0.2230802,-56.34345,0.20497485,900.0,4500.0,0.3697146,0.004166666666666667
0.9384964,46,0.0008333333333333334,0.22308926,-54.87599,0.2049784,920.0,4600.0,0.36970738,0.012500000000000002
0.93845606,47,0.0008333333333333334,0.22309844,-57.570312,0.20498109,940.0,4700.0,0.3697026,0.004166666666666667
0.9384193,48,0.0,0.22310646,-56.711338,0.20498335,960.0,4800.0,0.36969677,0.008333333333333333
0.9383847,49,0.0,0.22311847,-57.428364,0.20498484,980.0,4900.0,0.3696905,0.004166666666666667
0.9383523,50,0.0,0.22312917,-57.625492,0.20498748,1000.0,5000.0,0.3696846,0.004166666666666667
0.938318,51,0.0,0.22313993,-59.012997,0.20498894,1020.0,5100.0,0.3696777,0.004166666666666667
0.9382859,52,0.0,0.22315152,-59.021282,0.20499003,1040.0,5200.0,0.3696715,0.0
0.93825406,53,0.0,0.22316436,-58.21568,0.20499222,1060.0,5300.0,0.3696681,0.004166666666666667
0.9382221,54,0.0,0.22317831,-58.826115,0.20499456,1080.0,5400.0,0.36966327,0.0
0.93818873,55,0.0,0.22319277,-58.16873,0.20499669,1100.0,5500.0,0.3696607,0.008333333333333333
0.9381564,56,0.0,0.223207,-59.406834,0.20499699,1120.0,5600.0,0.36965558,0.004166666666666667
0.93812394,57,0.0,0.22322087,-58.35271,0.20499645,1140.0,5700.0,0.36965227,0.0
0.9380939,58,0.0008333333333333334,0.22323418,-57.87646,0.20499806,1160.0,5800.0,0.36964878,0.0
0.9380648,59,0.0008333333333333334,0.22324939,-56.47653,0.20499939,1180.0,5900.0,0.36964568,0.008333333333333333
0.9380323,60,0.0008333333333333334,0.22326125,-56.89757,0.20500104,1200.0,6000.0,0.36964235,0.004166666666666667
0.93800324,61,0.0,0.22327675,-56.69789,0.20500402,1220.0,6100.0,0.36963964,0.004166666666666667
0.93797046,62,0.0,0.22329192,-58.69495,0.20500554,1240.0,6200.0,0.36963156,0.0
0.93794185,63,0.0,0.22330634,-57.061737,0.20500731,1260.0,6300.0,0.369624,0.020833333333333332
0.9379112,64,0.0008333333333333334,0.22332047,-56.220684,0.20500876,1280.0,6400.0,0.36961785,0.008333333333333333
0.9378819,65,0.0008333333333333334,0.22333749,-57.48065,0.20500888,1300.0,6500.0,0.36961004,0.0
0.93785065,66,0.0,0.22335346,-55.231808,0.20501037,1320.0,6600.0,0.36960196,0.016666666666666666
0.93781644,67,0.0,0.22336562,-57.18379,0.20501201,1340.0,6700.0,0.369596,0.004166666666666667
0.93778515,68,0.0016666666666666668,0.22337888,-57.068653,0.20501466,1360.0,6800.0,0.3695906,0.0
0.93775326,69,0.0,0.22339146,-57.67158,0.20501606,1380.0,6900.0,0.3695834,0.0
0.93772,70,0.0008333333333333334,0.22340333,-56.268833,0.20501749,1400.0,7000.0,0.3695763,0.004166666666666667
0.9376851,71,0.0008333333333333334,0.22341843,-57.574524,0.2050185,1420.0,7100.0,0.36956945,0.008333333333333333
0.9376555,72,0.0,0.22343178,-58.61568,0.20502132,1440.0,7200.0,0.36956397,0.012500000000000002
0.9376257,73,0.0,0.22344585,-56.573135,0.20502377,1460.0,7300.0,0.36955723,0.0
0.9375953,74,0.0008333333333333334,0.22346358,-58.386105,0.20502554,1480.0,7400.0,0.36955085,0.0
0.93756443,75,0.0,0.22347522,-56.325928,0.20502718,1500.0,7500.0,0.3695459,0.012500000000000002
0.9375345,76,0.0,0.22348918,-59.417576,0.20502687,1520.0,7600.0,0.36953798,0.0
0.9375034,77,0.0,0.22350474,-56.928905,0.20502691,1540.0,7700.0,0.36953065,0.012500000000000002
0.9374712,78,0.0,0.22352147,-58.958363,0.20502621,1560.0,7800.0,0.36952403,0.008333333333333333
0.9374416,79,0.0,0.22353326,-57.420086,0.20502622,1580.0,7900.0,0.3695183,0.004166666666666667
0.9374118,80,0.0008333333333333334,0.22354908,-59.411472,0.20502831,1600.0,8000.0,0.3695096,0.008333333333333333
0.9373827,81,0.0025,0.22356336,-58.42018,0.20503013,1620.0,8100.0,0.36950353,0.0
0.9373557,82,0.0008333333333333334,0.22358061,-58.55257,0.20503128,1640.0,8200.0,0.3694959,0.0
0.9373269,83,0.0,0.22359474,-59.155228,0.20503247,1660.0,8300.0,0.3694885,0.008333333333333333
0.9373007,84,0.0,0.22360836,-58.086353,0.20503527,1680.0,8400.0,0.3694841,0.008333333333333333
0.93727285,85,0.0,0.22362252,-60.521725,0.20503874,1700.0,8500.0,0.36948034,0.012500000000000002
0.93724793,86,0.0,0.22363688,-58.06146,0.20503885,1720.0,8600.0,0.36947617,0.004166666666666667
0.93721837,87,0.0008333333333333334,0.22365291,-57.60809,0.2050386,1740.0,8700.0,0.3694718,0.0
0.93719155,88,0.0025,0.22366826,-58.744427,0.20503898,1760.0,8800.0,0.36946687,0.0
0.93716556,89,0.0,0.22368808,-57.437847,0.20503859,1780.0,8900.0,0.36945876,0.004166666666666667
0.93714017,90,0.0,0.22370331,-59.566315,0.20503749,1800.0,9000.0,0.36945263,0.004166666666666667
0.937115,91,0.0008333333333333334,0.22371732,-59.97054,0.20503813,1820.0,9100.0,0.36944556,0.0
0.93709534,92,0.0,0.22373402,-58.865597,0.20503815,1840.0,9200.0,0.36943993,0.008333333333333333
0.9370784,93,0.0008333333333333334,0.22375084,-59.164337,0.20503731,1860.0,9300.0,0.36943218,0.0
0.9370649,94,0.0,0.2237693,-59.90404,0.20503932,1880.0,9400.0,0.36942434,0.004166666666666667
0.9370544,95,0.0008333333333333334,0.22378911,-57.64787,0.20503731,1900.0,9500.0,0.36941674,0.0
0.9370448,96,0.0,0.22380884,-52.368908,0.20503761,1920.0,9600.0,0.3694053,0.004166666666666667
0.9370372,97,0.0008333333333333334,0.22382586,-64.825615,0.20503844,1940.0,9700.0,0.36939368,0.004166666666666667
0.9370318,98,0.0016666666666666668,0.223844,-61.64583,0.20503978,1960.0,9800.0,0.36938342,0.0
0.9370286,99,0.0,0.22386257,-57.780163,0.20504029,1980.0,9900.0,0.36937156,0.0
0.9370319,100,0.0008333333333333334,0.2238843,-47.496838,0.20504208,2000.0,10000.0,0.36935893,0.0
0.9370315,101,0.0008333333333333334,0.2239088,-50.61298,0.20504193,2020.0,10100.0,0.36934343,0.0
0.9370353,102,0.0,0.22393022,-46.937267,0.20503928,2040.0,10200.0,0.3693285,0.004166666666666667
0.93703604,103,0.0016666666666666668,0.22395138,-45.462173,0.2050367,2060.0,10300.0,0.36931276,0.0
0.93703526,104,0.0008333333333333334,0.22397394,-44.04405,0.20503493,2080.0,10400.0,0.36929736,0.0
0.93703365,105,0.0,0.22399254,-44.391674,0.20503037,2100.0,10500.0,0.36928245,0.004166666666666667
0.93702775,106,0.0,0.22401054,-45.716522,0.20502643,2120.0,10600.0,0.3692666,0.004166666666666667
0.937015,107,0.0,0.22402735,-45.24829,0.20502411,2140.0,10700.0,0.3692524,0.020833333333333332
0.9370038,108,0.0,0.22404055,-44.30473,0.20502023,2160.0,10800.0,0.36924133,0.0
0.9369871,109,0.0,0.22405021,-47.615093,0.20501943,2180.0,10900.0,0.36923382,0.004166666666666667
0.9369635,110,0.0,0.22405787,-45.585354,0.20502062,2200.0,11000.0,0.36922917,0.016666666666666666
0.9369392,111,0.0,0.22406733,-46.30817,0.20502026,2220.0,11100.0,0.36922416,0.012500000000000002
0.9369084,112,0.0,0.22407305,-46.68722,0.20501854,2240.0,11200.0,0.36921957,0.008333333333333333
0.9368761,113,0.0008333333333333334,0.22407971,-47.41551,0.20501918,2260.0,11300.0,0.36921498,0.016666666666666666
0.93684727,114,0.0,0.22408803,-47.575855,0.2050191,2280.0,11400.0,0.3692104,0.004166666666666667
0.9368188,115,0.0,0.22409637,-48.126343,0.20501857,2300.0,11500.0,0.36920568,0.012500000000000002
0.9367873,116,0.0008333333333333334,0.22410141,-46.59981,0.20502006,2320.0,11600.0,0.36920348,0.008333333333333333
0.9367554,117,0.0008333333333333334,0.22410579,-48.909466,0.20501941,2340.0,11700.0,0.3692008,0.012500000000000002
0.9367239,118,0.0,0.22411156,-49.60869,0.20502162,2360.0,11800.0,0.36919758,0.004166666666666667
0.9366882,119,0.0008333333333333334,0.22412038,-48.21358,0.20502275,2380.0,11900.0,0.36919403,0.004166666666666667
0.9366557,120,0.0008333333333333334,0.2241245,-50.03728,0.20502417,2400.0,12000.0,0.36919138,0.004166666666666667
0.93661994,121,0.0008333333333333334,0.22412944,-50.242977,0.20502694,2420.0,12100.0,0.36918965,0.0
0.93658787,122,0.0,0.2241406,-49.168255,0.20502746,2440.0,12200.0,0.36918363,0.004166666666666667
0.9365599,123,0.0,0.22415042,-50.268185,0.20502847,2460.0,12300.0,0.36917618,0.012500000000000002
0.93653584,124,0.0008333333333333334,0.22416066,-49.53245,0.20502909,2480.0,12400.0,0.36917147,0.0
0.9365131,125,0.0016666666666666668,0.2241726,-51.659016,0.20503052,2500.0,12500.0,0.36916542,0.004166666666666667
0.93649024,126,0.0,0.22418235,-50.223858,0.20503213,2520.0,12600.0,0.36915794,0.012500000000000002
0.93647003,127,0.0,0.22419684,-51.11705,0.20503278,2540.0,12700.0,0.36914992,0.008333333333333333
0.9364476,128,0.0,0.22420634,-51.290817,0.20503348,2560.0,12800.0,0.36914358,0.0
0.9364268,129,0.0008333333333333334,0.22421722,-49.657337,0.20503443,2580.0,12900.0,0.36913857,0.0
0.93640167,130,0.0,0.22422768,-50.60106,0.20503503,2600.0,13000.0,0.36913148,0.012500000000000002
0.9363772,131,0.0,0.22423513,-51.173527,0.20503713,2620.0,13100.0,0.36912766,0.004166666666666667
0.936353,132,0.0,0.22424114,-52.020737,0.20503812,2640.0,13200.0,0.3691227,0.008333333333333333
0.93632793,133,0.0016666666666666668,0.22425091,-53.319,0.20503972,2660.0,13300.0,0.36911783,0.0
0.9363034,134,0.0,0.2242579,-51.76491,0.20504163,2680.0,13400.0,0.36911288,0.0
0.9362765,135,0.0,0.22426452,-52.972622,0.20504361,2700.0,13500.0,0.36910823,0.0
0.93624973,136,0.0,0.22427185,-53.335697,0.20504642,2720.0,13600.0,0.36910263,0.008333333333333333
0.93622166,137,0.0,0.22427718,-52.23702,0.2050491,2740.0,13700.0,0.36909887,0.0
0.9361916,138,0.0,0.22428446,-53.57899,0.20505083,2760.0,13800.0,0.36909422,0.008333333333333333
0.93616265,139,0.0,0.2242902,-51.954082,0.205054,2780.0,13900.0,0.36909232,0.004166666666666667
0.9361336,140,0.0,0.22429244,-52.653454,0.20505543,2800.0,14000.0,0.36909094,0.0
0.9361027,141,0.0008333333333333334,0.22429562,-52.947132,0.2050579,2820.0,14100.0,0.3690894,0.0
0.9360712,142,0.0,0.22429709,-51.183453,0.20506053,2840.0,14200.0,0.36908886,0.012500000000000002
0.9360378,143,0.0,0.22430213,-53.217632,0.20506538,2860.0,14300.0,0.36908802,0.0
0.9360056,144,0.0,0.22430615,-53.98965,0.20506984,2880.0,14400.0,0.36908713,0.004166666666666667
0.93597525,145,0.0008333333333333334,0.22431172,-54.984203,0.2050718,2900.0,14500.0,0.36908498,0.004166666666666667
0.93594044,146,0.0,0.22431608,-54.288677,0.20507462,2920.0,14600.0,0.36908117,0.004166666666666667
0.93590647,147,0.0,0.22431864,-52.811676,0.20507671,2940.0,14700.0,0.36907807,0.004166666666666667
0.93587285,148,0.0,0.22432463,-54.55551,0.20507838,2960.0,14800.0,0.3690739,0.004166666666666667
0.9358385,149,0.0,0.22432952,-53.49625,0.2050821,2980.0,14900.0,0.36907384,0.020833333333333332
0.9358042,150,0.0008333333333333334,0.22433329,-55.362686,0.20508544,3000.0,15000.0,0.36907247,0.012500000000000002
0.9357674,151,0.0,0.22433507,-56.439014,0.20508812,3020.0,15100.0,0.36907116,0.012500000000000002
0.93573195,152,0.0,0.22433905,-54.509533,0.20509146,3040.0,15200.0,0.36907014,0.012500000000000002
0.9356932,153,0.0016666666666666668,0.22433805,-56.877483,0.20509423,3060.0,15300.0,0.36907008,0.016666666666666666
0.9356573,154,0.0,0.22433771,-54.948696,0.2050973,3080.0,15400.0,0.36907038,0.020833333333333332
0.9356225,155,0.0016666666666666668,0.22434235,-54.34994,0.20510006,3100.0,15500.0,0.36906657,0.020833333333333332
0.9355852,156,0.0,0.22434466,-56.961655,0.2051027,3120.0,15600.0,0.36906457,0.008333333333333333
0.93554956,157,0.0008333333333333334,0.22434692,-56.644302,0.20510437,3140.0,15700.0,0.36906338,0.008333333333333333
0.9355116,158,0.0,0.22434925,-59.21411,0.20510702,3160.0,15800.0,0.36906263,0.012500000000000002
0.935479,159,0.0,0.22434998,-56.605656,0.20511068,3180.0,15900.0,0.36906287,0.008333333333333333
0.9354448,160,0.0033333333333333335,0.22435157,-55.99944,0.20511436,3200.0,16000.0,0.36906233,0.008333333333333333
0.9354113,161,0.0008333333333333334,0.22435403,-57.18625,0.2051193,3220.0,16100.0,0.3690606,0.012500000000000002
0.9353779,162,0.0008333333333333334,0.2243569,-56.83372,0.20512418,3240.0,16200.0,0.3690598,0.012500000000000002
0.935344,163,0.0,0.22435986,-57.50253,0.20512791,3260.0,16300.0,0.36906078,0.004166666666666667
0.9353096,164,0.0,0.2243626,-57.26833,0.20513366,3280.0,16400.0,0.36906147,0.004166666666666667
0.9352738,165,0.0,0.22436397,-57.505035,0.20513768,3300.0,16500.0,0.36906096,0.025000000000000005
0.9352408,166,0.0,0.22436409,-58.748966,0.2051404,3320.0,16600.0,0.36906132,0.004166666666666667
0.9352064,167,0.0,0.22436647,-59.11346,0.20514353,3340.0,16700.0,0.36906195,0.004166666666666667
0.9351732,168,0.0016666666666666668,0.22437012,-57.659943,0.2051477,3360.0,16800.0,0.36906204,0.008333333333333333
0.9351395,169,0.0,0.22437324,-57.965622,0.20515156,3380.0,16900.0,0.36906096,0.004166666666666667
0.93510914,170,0.0016666666666666668,0.22437595,-57.936584,0.2051536,3400.0,17000.0,0.36906078,0.008333333333333333
0.9350795,171,0.0,0.22438021,-59.197083,0.20515543,3420.0,17100.0,0.3690602,0.0
0.9350541,172,0.0,0.22438526,-59.349277,0.20515881,3440.0,17200.0,0.3690587,0.008333333333333333
0.9350311,173,0.0,0.22439136,-59.279728,0.20516174,3460.0,17300.0,0.36905918,0.0
0.93501323,174,0.0,0.22440355,-58.393158,0.20516558,3480.0,17400.0,0.36906037,0.0
0.9350059,175,0.0025,0.22441716,-58.478775,0.20516707,3500.0,17500.0,0.36906338,0.004166666666666667
0.93500453,176,0.0,0.22443603,-59.480606,0.20517077,3520.0,17600.0,0.36906347,0.004166666666666667
0.93500644,177,0.0008333333333333334,0.22445469,-58.85467,0.20517002,3540.0,17700.0,0.36906314,0.0
0.93500394,178,0.0,0.22447424,-57.799026,0.20516782,3560.0,17800.0,0.3690541,0.0
0.93500274,179,0.0008333333333333334,0.22448838,-50.606915,0.20516492,3580.0,17900.0,0.3690425,0.008333333333333333
0.93500155,180,0.0,0.2244982,-53.969494,0.20516397,3600.0,18000.0,0.36903143,0.0
0.9349994,181,0.0016666666666666668,0.22450392,-52.193462,0.2051648,3620.0,18100.0,0.36902466,0.004166666666666667
0.9349914,182,0.0,0.22451055,-49.885,0.20516665,3640.0,18200.0,0.36902156,0.0
0.9349813,183,0.0008333333333333334,0.22451566,-48.026794,0.20516883,3660.0,18300.0,0.3690193,0.004166666666666667
0.93496746,184,0.0,0.22452164,-46.991947,0.20517023,3680.0,18400.0,0.36901665,0.0
0.9349501,185,0.0,0.22452502,-47.60638,0.20517139,3700.0,18500.0,0.36901417,0.0
0.9349329,186,0.0,0.22453205,-50.132793,0.20517366,3720.0,18600.0,0.36901256,0.0
0.93491465,187,0.0,0.2245361,-49.248474,0.20517491,3740.0,18700.0,0.36901096,0.0
0.93489414,188,0.0,0.2245378,-49.89804,0.20517729,3760.0,18800.0,0.36901203,0.008333333333333333
0.9348727,189,0.0016666666666666668,0.22454141,-48.015778,0.20517977,3780.0,18900.0,0.3690134,0.004166666666666667
0.93485254,190,0.0008333333333333334,0.22454585,-49.070347,0.20518227,3800.0,19000.0,0.36901465,0.004166666666666667
0.9348329,191,0.0008333333333333334,0.22455175,-47.394764,0.20518164,3820.0,19100.0,0.36901572,0.008333333333333333
0.93481106,192,0.0,0.22455828,-49.38332,0.2051803,3840.0,19200.0,0.36901835,0.008333333333333333
0.9347894,193,0.0,0.22456343,-48.274017,0.2051814,3860.0,19300.0,0.36902168,0.008333333333333333
0.9347674,194,0.0,0.22456478,-47.721527,0.2051832,3880.0,19400.0,0.36902437,0.016666666666666666
0.93474644,195,0.0008333333333333334,0.22457154,-47.48509,0.2051856,3900.0,19500.0,0.36902413,0.004166666666666667
0.9347229,196,0.0,0.22457822,-51.028,0.20518857,3920.0,19600.0,0.36902514,0.008333333333333333
0.93469864,197,0.0,0.22458601,-51.24312,0.2051913,3940.0,19700.0,0.36902538,0.0
0.93467563,198,0.0008333333333333334,0.22459249,-50.172962,0.205195,3960.0,19800.0,0.36902747,0.0
0.9346502,199,0.0,0.22459821,-51.069355,0.20519769,3980.0,19900.0,0.36903104,0.008333333333333333
0.9346254,200,0.0008333333333333334,0.2246042,-51.13705,0.20520027,4000.0,20000.0,0.36903396,0.004166666666666667
0.9346021,201,0.0016666666666666668,0.22460844,-53.218983,0.2052034,4020.0,20100.0,0.36903468,0.004166666666666667
0.9345786,202,0.0008333333333333334,0.2246127,-51.884502,0.20520575,4040.0,20200.0,0.36903718,0.012500000000000002
0.9345557,203,0.0016666666666666668,0.22461475,-51.118633,0.20520596,4060.0,20300.0,0.36904016,0.012500000000000002
0.93453115,204,0.0016666666666666668,0.22462194,-51.14682,0.20520635,4080.0,20400.0,0.3690414,0.0
0.93450385,205,0.0,0.22462429,-51.319683,0.20520772,4100.0,20500.0,0.36904445,0.008333333333333333
0.9344759,206,0.0008333333333333334,0.22463019,-50.074017,0.20521002,4120.0,20600.0,0.36904755,0.008333333333333333
0.9344472,207,0.0,0.22463648,-51.035175,0.20521314,4140.0,20700.0,0.36905035,0.008333333333333333
0.9344201,208,0.0,0.2246406,-53.65465,0.20521611,4160.0,20800.0,0.3690532,0.008333333333333333
0.9343956,209,0.0,0.22464593,-51.599926,0.20521756,4180.0,20900.0,0.36905733,0.004166666666666667
0.93436795,210,0.0,0.2246517,-52.592327,0.20522077,4200.0,21000.0,0.36906084,0.012500000000000002
0.9343383,211,0.0,0.22465687,-55.21919,0.20522384,4220.0,21100.0,0.36906418,0.0
0.9343088,212,0.0008333333333333334,0.22466274,-53.526134,0.20522712,4240.0,21200.0,0.3690683,0.016666666666666666
0.9342806,213,0.0,0.22466882,-54.59312,0.20523028,4260.0,21300.0,0.36907116,0.008333333333333333
0.9342521,214,0.0,0.22467184,-54.420116,0.20523192,4280.0,21400.0,0.36907387,0.004166666666666667
0.93422276,215,0.0,0.22467698,-56.081013,0.20523445,4300.0,21500.0,0.36907706,0.0
0.9341939,216,0.0,0.22468145,-54.333862,0.20523782,4320.0,21600.0,0.3690801,0.004166666666666667
0.9341633,217,0.0008333333333333334,0.22468574,-53.69398,0.20523918,4340.0,21700.0,0.36908284,0.0
0.9341306,218,0.0008333333333333334,0.2246904,-56.500347,0.20524204,4360.0,21800.0,0.3690847,0.004166666666666667
0.93410236,219,0.0008333333333333334,0.22469409,-55.94753,0.20524643,4380.0,21900.0,0.3690867,0.0
0.9340713,220,0.0025,0.22469471,-55.6579,0.20524849,4400.0,22000.0,0.36908773,0.008333333333333333
0.9340387,221,0.0025,0.224699,-56.48059,0.20525067,4420.0,22100.0,0.36908904,0.008333333333333333
0.9340091,222,0.0,0.22470348,-56.94919,0.2052538,4440.0,22200.0,0.3690919,0.008333333333333333
0.9339749,223,0.0025,0.22470628,-55.863132,0.20525502,4460.0,22300.0,0.36909404,0.004166666666666667
0.9339444,224,0.0008333333333333334,0.22470844,-57.14531,0.20525499,4480.0,22400.0,0.36909518,0.008333333333333333
0.93391484,225,0.0008333333333333334,0.22471125,-56.087494,0.20525463,4500.0,22500.0,0.3690957,0.004166666666666667
0.93388265,226,0.0025,0.22471432,-56.956066,0.20525461,4520.0,22600.0,0.36909607,0.016666666666666666
0.93385,227,0.0,0.22471683,-57.960804,0.20525618,4540.0,22700.0,0.36909762,0.012500000000000002
0.93381876,228,0.0033333333333333335,0.22472258,-59.16241,0.20525797,4560.0,22800.0,0.3690982,0.008333333333333333
0.933786,229,0.0025,0.22472818,-58.1851,0.20526023,4580.0,22900.0,0.36909866,0.004166666666666667
0.93375343,230,0.0,0.22473188,-58.188183,0.20526336,4600.0,23000.0,0.3690997,0.012500000000000002
0.9337247,231,0.0008333333333333334,0.22473387,-58.373425,0.20526518,4620.0,23100.0,0.36910176,0.0
0.9336942,232,0.0,0.22473468,-58.496258,0.20526482,4640.0,23200.0,0.3691021,0.008333333333333333
0.9336634,233,0.0016666666666666668,0.22474055,-58.726284,0.20526753,4660.0,23300.0,0.36910257,0.008333333333333333
0.9336333,234,0.0,0.22474523,-57.53511,0.20527034,4680.0,23400.0,0.36910462,0.0
0.93360454,235,0.0,0.22474892,-58.637466,0.20527244,4700.0,23500.0,0.36910883,0.004166666666666667
0.93357676,236,0.0,0.2247531,-59.758892,0.20527379,4720.0,23600.0,0.3691109,0.008333333333333333
0.93355054,237,0.0025,0.22475548,-59.148167,0.20527643,4740.0,23700.0,0.3691113,0.004166666666666667
0.93352395,238,0.0008333333333333334,0.2247612,-57.822994,0.20527816,4760.0,23800.0,0.36911058,0.004166666666666667
0.9334995,239,0.0008333333333333334,0.22476582,-58.154034,0.20527928,4780.0,23900.0,0.36911163,0.0
0.9334764,240,0.0,0.2247688,-58.504272,0.20528154,4800.0,24000.0,0.3691121,0.008333333333333333
0.93345374,241,0.0008333333333333334,0.22477078,-57.576313,0.20528428,4820.0,24100.0,0.36911312,0.012500000000000002
0.93343186,242,0.0,0.22477661,-58.5911,0.2052862,4840.0,24200.0,0.36911562,0.0
0.93341094,243,0.0016666666666666668,0.22477974,-58.418835,0.20529003,4860.0,24300.0,0.3691163,0.004166666666666667
0.9333901,244,0.0,0.22478373,-57.854633,0.20529024,4880.0,24400.0,0.36911464,0.004166666666666667
0.93336964,245,0.0016666666666666668,0.22478704,-58.341724,0.20528959,4900.0,24500.0,0.36911193,0.0
0.9333516,246,0.0,0.22479169,-57.895893,0.20529057,4920.0,24600.0,0.3691081,0.008333333333333333
0.9333317,247,0.0016666666666666668,0.2247958,-56.700897,0.20529182,4940.0,24700.0,0.36910805,0.0
0.9333127,248,0.0008333333333333334,0.22480035,-57.369556,0.20529181,4960.0,24800.0,0.3691089,0.0
0.93329287,249,0.0025,0.2248077,-57.749023,0.20529221,4980.0,24900.0,0.3691065,0.008333333333333333
